subj,session,block,trial,set_size,response,rt,correct,response_category
10,1,1,1,4,430,-1,1,correct
10,1,1,2,4,925,1.586,1,correct
10,1,1,3,2,533,1.399,1,correct
10,1,1,4,8,45,-1,0,new
10,1,1,5,6,477,2.301,1,correct
10,1,1,6,2,1105,2.424,1,correct
10,1,1,7,8,828,3.286,1,correct
10,1,1,8,6,193,3.213,1,correct
10,1,1,9,2,310,-1,1,correct
10,1,1,10,6,324,2.183,1,correct
10,1,1,11,4,985,1.897,1,correct
10,1,1,12,8,1076,4.244,1,correct
10,1,1,13,8,833,1.995,1,correct
10,1,1,14,8,317,6.445,0,intrusion
10,1,1,15,8,965,2.186,1,correct
10,1,1,16,8,634,4.348,1,correct
10,1,1,17,6,91,6.935,1,correct
10,1,1,18,8,286,8.323,0,intrusion
10,1,1,19,4,605,1.54,1,correct
10,1,1,20,2,194,1.025,1,correct
10,1,1,21,4,1182,1.497,1,correct
10,1,1,22,6,156,1.919,1,correct
10,1,1,23,6,539,-1,1,correct
10,1,1,24,6,209,2.488,1,correct
10,1,1,25,4,862,2.465,1,correct
10,1,1,26,8,876,5.92,0,intrusion
10,1,1,27,6,1068,3.658,0,intrusion
10,1,1,28,8,931,2.172,1,correct
10,1,2,1,8,1057,1.96,1,correct
10,1,2,2,8,947,1.957,1,correct
10,1,2,3,4,712,1.757,1,correct
10,1,2,4,6,676,2.042,1,correct
10,1,2,5,4,283,-1,1,correct
10,1,2,6,8,149,1.704,1,correct
10,1,2,7,8,1195,-1,0,intrusion
10,1,2,8,6,683,5.029,1,correct
10,1,2,9,8,340,2.251,1,correct
10,1,2,10,6,122,-1,1,correct
10,1,2,11,6,687,5.553,1,correct
10,1,2,12,8,357,3.363,1,correct
10,1,2,13,2,878,1.108,1,correct
10,1,2,14,6,339,1.332,1,correct
10,1,2,15,8,190,4.115,1,correct
10,1,2,16,6,1004,1.684,1,correct
10,1,2,17,2,598,1.173,1,correct
10,1,2,18,4,753,2.093,1,correct
10,1,2,19,2,970,-1,1,correct
10,1,2,20,4,147,1.688,1,correct
10,1,2,21,4,806,2.17,1,correct
10,1,2,22,2,824,1.514,1,correct
10,1,2,23,6,987,1.633,1,correct
10,1,2,24,8,1048,2.833,1,correct
10,1,2,25,8,583,2.661,1,correct
10,1,2,26,4,865,1.281,1,correct
10,1,2,27,6,81,1.064,1,correct
10,1,2,28,8,892,3.132,1,correct
10,1,3,1,4,296,2.014,1,correct
10,1,3,2,8,773,3.16,1,correct
10,1,3,3,2,254,1.738,1,correct
10,1,3,4,6,119,1.861,1,correct
10,1,3,5,4,602,3.325,1,correct
10,1,3,6,8,262,6.406,1,correct
10,1,3,7,4,293,4.208,1,correct
10,1,3,8,8,656,2.084,1,correct
10,1,3,9,2,898,-1,1,correct
10,1,3,10,6,549,2.053,1,correct
10,1,3,11,6,494,2.173,1,correct
10,1,3,12,8,648,3.051,1,correct
10,1,3,13,8,769,2.327,1,correct
10,1,3,14,4,198,5.523,0,intrusion
10,1,3,15,2,860,2.341,1,correct
10,1,3,16,6,1117,-1,0,new
10,1,3,17,2,538,1.745,1,correct
10,1,3,18,4,281,1.465,1,correct
10,1,3,19,6,745,4.56,1,correct
10,1,3,20,6,77,1.636,1,correct
10,1,3,21,6,1064,1.596,1,correct
10,1,3,22,8,1128,11.858,0,intrusion
10,1,3,23,8,332,-1,0,intrusion
10,1,3,24,6,696,2.303,1,correct
10,1,3,25,8,371,9.203,0,intrusion
10,1,3,26,4,11,-1,1,correct
10,1,3,27,8,624,6.041,1,correct
10,1,3,28,8,814,4.526,1,correct
10,1,4,1,2,530,-1,1,correct
10,1,4,2,8,1185,-1,1,correct
10,1,4,3,4,321,2.88,1,correct
10,1,4,4,4,1114,1.628,1,correct
10,1,4,5,8,31,5.953,0,intrusion
10,1,4,6,4,411,1.995,1,correct
10,1,4,7,8,434,2.221,1,correct
10,1,4,8,6,798,2.199,1,correct
10,1,4,9,2,1027,1.51,1,correct
10,1,4,10,8,691,5.033,1,correct
10,1,4,11,4,213,1.924,1,correct
10,1,4,12,4,354,1.807,1,correct
10,1,4,13,8,456,4.285,1,correct
10,1,4,14,4,322,-1,1,correct
10,1,4,15,8,319,2.48,1,correct
10,1,4,16,2,770,1.354,1,correct
10,1,4,17,6,46,3.96,1,correct
10,1,4,18,8,282,2.584,1,correct
10,1,4,19,6,599,3.401,1,correct
10,1,4,20,6,24,1.633,1,correct
10,1,4,21,6,729,4.031,0,intrusion
10,1,4,22,8,717,2.428,1,correct
10,1,4,23,6,417,3.873,1,correct
10,1,4,24,6,394,1.969,1,correct
10,1,4,25,8,893,2.263,1,correct
10,1,4,26,2,954,1.568,1,correct
10,1,4,27,8,113,3.499,0,intrusion
10,1,4,28,6,369,-1,1,correct
10,1,5,1,4,1060,1.704,1,correct
10,1,5,2,2,521,1.955,1,correct
10,1,5,3,8,975,2.768,1,correct
10,1,5,4,6,1166,3.772,1,correct
10,1,5,5,8,958,2.736,1,correct
10,1,5,6,6,1024,-1,1,correct
10,1,5,7,8,950,2.026,1,correct
10,1,5,8,2,581,1.886,1,correct
10,1,5,9,8,800,8.105,1,correct
10,1,5,10,4,946,1.811,1,correct
10,1,5,11,8,763,-1,1,correct
10,1,5,12,6,387,2.156,1,correct
10,1,5,13,8,621,6.438,0,intrusion
10,1,5,14,6,654,2.057,1,correct
10,1,5,15,6,166,1.695,1,correct
10,1,5,16,2,271,1.719,1,correct
10,1,5,17,4,883,-1,1,correct
10,1,5,18,8,638,5.132,1,correct
10,1,5,19,8,546,3.11,1,correct
10,1,5,20,4,1147,2.679,1,correct
10,1,5,21,8,280,1.936,1,correct
10,1,5,22,8,894,4.19,0,intrusion
10,1,5,23,4,955,1.87,1,correct
10,1,5,24,6,963,1.965,1,correct
10,1,5,25,4,146,1.491,1,correct
10,1,5,26,6,1066,1.401,1,correct
10,1,5,27,6,307,2,1,correct
10,1,5,28,2,392,-1,1,correct
10,1,6,1,6,240,2.318,1,correct
10,1,6,2,8,852,-1,1,correct
10,1,6,3,2,924,1.731,1,correct
10,1,6,4,4,28,1.968,1,correct
10,1,6,5,8,1032,6.362,1,correct
10,1,6,6,2,315,1.588,1,correct
10,1,6,7,8,537,2.147,1,correct
10,1,6,8,6,805,-1,1,correct
10,1,6,9,8,111,6.788,1,correct
10,1,6,10,8,654,5.778,1,correct
10,1,6,11,4,399,1.374,1,correct
10,1,6,12,2,65,1.573,1,correct
10,1,6,13,4,606,3.294,1,correct
10,1,6,14,6,186,1.426,1,correct
10,1,6,15,6,269,7.57,0,intrusion
10,1,6,16,6,116,3.462,1,correct
10,1,6,17,4,12,2.039,1,correct
10,1,6,18,6,604,3.13,1,correct
10,1,6,19,8,664,3.221,1,correct
10,1,6,20,8,387,1.867,1,correct
10,1,6,21,8,5,1.98,1,correct
10,1,6,22,8,1057,3.273,0,intrusion
10,1,6,23,4,1079,1.666,1,correct
10,1,6,24,6,423,3.621,1,correct
10,1,6,25,8,323,4.945,1,correct
10,1,6,26,6,348,3.148,1,correct
10,1,6,27,2,948,-1,1,correct
10,1,6,28,4,139,-1,1,correct
10,1,7,1,8,1173,2.971,1,correct
10,1,7,2,2,1058,1.81,1,correct
10,1,7,3,6,995,2.635,1,correct
10,1,7,4,8,1193,2.727,1,correct
10,1,7,5,6,624,2.849,1,correct
10,1,7,6,8,67,-1,0,intrusion
10,1,7,7,4,534,2.283,1,correct
10,1,7,8,4,830,2.11,1,correct
10,1,7,9,8,184,3.835,1,correct
10,1,7,10,6,453,-1,1,correct
10,1,7,11,2,25,-1,1,correct
10,1,7,12,8,974,2.202,1,correct
10,1,7,13,2,996,1.853,1,correct
10,1,7,14,8,456,5.632,1,correct
10,1,7,15,6,1129,2.029,1,correct
10,1,7,16,8,121,6.439,0,intrusion
10,1,7,17,8,223,7.005,0,intrusion
10,1,7,18,8,89,2.24,1,correct
10,1,7,19,6,812,1.803,1,correct
10,1,7,20,6,824,3.974,1,correct
10,1,7,21,6,1008,1.903,1,correct
10,1,7,22,6,700,2.822,1,correct
10,1,7,23,8,383,3.43,1,correct
10,1,7,24,2,1191,1.644,1,correct
10,1,7,25,4,1146,2.115,1,correct
10,1,7,26,4,158,1.887,1,correct
10,1,7,27,4,333,-1,1,correct
10,1,7,28,4,655,2.196,1,correct
10,2,1,1,8,237,6.673,1,correct
10,2,1,2,6,782,3.325,1,correct
10,2,1,3,4,1055,1.423,1,correct
10,2,1,4,6,1160,2.993,1,correct
10,2,1,5,6,321,2.101,1,correct
10,2,1,6,2,230,1.48,1,correct
10,2,1,7,6,953,3.774,1,correct
10,2,1,8,4,1150,2.115,1,correct
10,2,1,9,8,953,-1,0,new
10,2,1,10,4,116,1.839,1,correct
10,2,1,11,8,821,3.428,1,correct
10,2,1,12,8,1191,4.266,1,correct
10,2,1,13,8,14,4.82,1,correct
10,2,1,14,8,285,1.928,1,correct
10,2,1,15,8,412,3.881,1,correct
10,2,1,16,6,1116,2.408,1,correct
10,2,1,17,2,473,1.635,1,correct
10,2,1,18,8,1144,2.628,1,correct
10,2,1,19,6,687,1.785,1,correct
10,2,1,20,4,231,2.142,1,correct
10,2,1,21,6,1063,-1,1,correct
10,2,1,22,2,62,-1,1,correct
10,2,1,23,8,872,3.939,1,correct
10,2,1,24,6,573,3.14,1,correct
10,2,1,25,4,1125,2.178,1,correct
10,2,1,26,2,405,1.965,1,correct
10,2,1,27,8,1169,1.868,1,correct
10,2,1,28,4,880,-1,0,intrusion
10,2,2,1,6,981,1.722,1,correct
10,2,2,2,6,173,3.68,1,correct
10,2,2,3,4,770,1.462,1,correct
10,2,2,4,8,117,6.395,1,correct
10,2,2,5,6,1165,1.018,1,correct
10,2,2,6,2,562,1.676,1,correct
10,2,2,7,2,19,-1,1,correct
10,2,2,8,8,576,4.537,1,correct
10,2,2,9,6,1040,1.28,1,correct
10,2,2,10,8,597,9.808,1,correct
10,2,2,11,2,796,1.364,1,correct
10,2,2,12,8,656,3.21,0,intrusion
10,2,2,13,6,849,1.947,1,correct
10,2,2,14,4,1117,1.457,1,correct
10,2,2,15,4,377,-1,1,correct
10,2,2,16,4,441,2.046,1,correct
10,2,2,17,4,283,2.016,1,correct
10,2,2,18,8,165,1.942,1,correct
10,2,2,19,8,454,1.526,1,correct
10,2,2,20,6,74,-1,1,correct
10,2,2,21,2,1124,1.916,1,correct
10,2,2,22,8,477,1.944,1,correct
10,2,2,23,8,618,-1,0,new
10,2,2,24,4,312,2.121,1,correct
10,2,2,25,6,471,2.369,1,correct
10,2,2,26,8,472,2.97,1,correct
10,2,2,27,8,893,8.827,1,correct
10,2,2,28,6,797,2.541,1,correct
10,2,3,1,8,268,1.836,1,correct
10,2,3,2,4,714,1.965,1,correct
10,2,3,3,8,967,3.05,1,correct
10,2,3,4,8,415,1.903,1,correct
10,2,3,5,6,120,7.221,1,correct
10,2,3,6,6,1130,1.635,1,correct
10,2,3,7,8,381,2.062,1,correct
10,2,3,8,2,361,1.425,1,correct
10,2,3,9,8,870,5.497,0,intrusion
10,2,3,10,2,46,1.866,1,correct
10,2,3,11,4,529,1.776,1,correct
10,2,3,12,8,575,-1,1,correct
10,2,3,13,4,795,2.104,1,correct
10,2,3,14,6,1025,1.859,1,correct
10,2,3,15,6,15,4.531,1,correct
10,2,3,16,4,638,1.982,1,correct
10,2,3,17,2,652,-1,1,correct
10,2,3,18,6,1133,2.24,1,correct
10,2,3,19,4,886,1.92,1,correct
10,2,3,20,8,76,2.629,1,correct
10,2,3,21,8,598,3.302,1,correct
10,2,3,22,6,350,2.258,1,correct
10,2,3,23,6,1168,2.778,1,correct
10,2,3,24,4,692,-1,1,correct
10,2,3,25,6,439,-1,1,correct
10,2,3,26,8,10,3.236,1,correct
10,2,3,27,2,771,1.858,1,correct
10,2,3,28,8,300,4.715,1,correct
10,2,4,1,8,892,-1,1,correct
10,2,4,2,8,95,2.358,1,correct
10,2,4,3,8,749,1.984,0,intrusion
10,2,4,4,6,152,2.364,1,correct
10,2,4,5,2,2,1.836,1,correct
10,2,4,6,6,1081,3.693,1,correct
10,2,4,7,4,650,1.755,1,correct
10,2,4,8,6,252,-1,1,correct
10,2,4,9,4,743,2.297,1,correct
10,2,4,10,2,537,-1,1,correct
10,2,4,11,6,105,2.798,1,correct
10,2,4,12,8,98,3.038,1,correct
10,2,4,13,2,42,1.857,1,correct
10,2,4,14,8,958,2.376,1,correct
10,2,4,15,6,176,1.833,1,correct
10,2,4,16,4,452,7.3,1,correct
10,2,4,17,4,309,1.842,1,correct
10,2,4,18,4,197,-1,1,correct
10,2,4,19,4,286,1.778,1,correct
10,2,4,20,8,777,2.588,1,correct
10,2,4,21,8,788,6.413,0,intrusion
10,2,4,22,6,358,2.05,1,correct
10,2,4,23,2,697,1.521,1,correct
10,2,4,24,8,365,2.772,1,correct
10,2,4,25,6,570,4.273,1,correct
10,2,4,26,8,1118,9.557,0,intrusion
10,2,4,27,8,907,6.203,0,intrusion
10,2,4,28,6,7,2.257,1,correct
10,2,5,1,4,980,2.813,1,correct
10,2,5,2,4,827,1.331,1,correct
10,2,5,3,6,135,-1,1,correct
10,2,5,4,6,111,3.691,1,correct
10,2,5,5,2,906,1.749,1,correct
10,2,5,6,4,423,1.94,1,correct
10,2,5,7,8,1032,11.56,0,intrusion
10,2,5,8,8,1090,3.787,1,correct
10,2,5,9,4,167,1.739,1,correct
10,2,5,10,4,1008,-1,1,correct
10,2,5,11,8,1016,1.751,1,correct
10,2,5,12,8,270,3.572,1,correct
10,2,5,13,8,195,1.682,1,correct
10,2,5,14,2,217,-1,1,correct
10,2,5,15,6,545,2.384,1,correct
10,2,5,16,2,588,1.683,1,correct
10,2,5,17,8,960,12.053,0,intrusion
10,2,5,18,6,28,1.78,1,correct
10,2,5,19,8,484,1.663,1,correct
10,2,5,20,6,632,3.043,1,correct
10,2,5,21,2,1006,1.621,1,correct
10,2,5,22,4,876,2.832,1,correct
10,2,5,23,6,443,4.433,0,intrusion
10,2,5,24,8,721,-1,1,correct
10,2,5,25,6,943,3.334,1,correct
10,2,5,26,8,1095,2.094,1,correct
10,2,5,27,8,85,5.207,0,intrusion
10,2,5,28,6,376,2.479,1,correct
10,2,6,1,8,637,-1,1,correct
10,2,6,2,6,523,2.429,1,correct
10,2,6,3,6,705,-1,1,correct
10,2,6,4,8,71,2.189,1,correct
10,2,6,5,2,119,-1,1,correct
10,2,6,6,8,162,2.904,1,correct
10,2,6,7,6,344,3.546,1,correct
10,2,6,8,6,429,1.862,1,correct
10,2,6,9,8,1052,1.725,1,correct
10,2,6,10,4,684,2.053,1,correct
10,2,6,11,2,954,1.765,1,correct
10,2,6,12,8,385,2.444,1,correct
10,2,6,13,6,1151,1.972,1,correct
10,2,6,14,8,296,3.538,1,correct
10,2,6,15,2,464,2.161,1,correct
10,2,6,16,6,265,2.153,1,correct
10,2,6,17,8,784,6.368,1,correct
10,2,6,18,4,364,2.081,1,correct
10,2,6,19,4,1114,-1,1,correct
10,2,6,20,4,602,2.282,1,correct
10,2,6,21,8,378,2.662,1,correct
10,2,6,22,8,886,3.083,1,correct
10,2,6,23,8,816,3.312,0,intrusion
10,2,6,24,6,280,4.108,1,correct
10,2,6,25,4,69,1.811,1,correct
10,2,6,26,4,667,1.854,1,correct
10,2,6,27,2,475,1.683,1,correct
10,2,6,28,6,911,5.235,0,intrusion
10,2,7,1,8,322,2.809,1,correct
10,2,7,2,8,858,2.177,1,correct
10,2,7,3,4,1069,2.752,1,correct
10,2,7,4,4,902,2.112,1,correct
10,2,7,5,2,238,-1,1,correct
10,2,7,6,8,541,3.033,1,correct
10,2,7,7,4,324,-1,1,correct
10,2,7,8,6,310,6.649,1,correct
10,2,7,9,6,584,2.134,1,correct
10,2,7,10,2,171,2.285,1,correct
10,2,7,11,6,255,1.912,1,correct
10,2,7,12,6,165,1.902,1,correct
10,2,7,13,6,444,4.057,1,correct
10,2,7,14,8,347,2.479,1,correct
10,2,7,15,8,406,7.072,1,correct
10,2,7,16,2,758,1.704,1,correct
10,2,7,17,8,600,8.459,0,intrusion
10,2,7,18,4,814,1.908,1,correct
10,2,7,19,8,857,2.678,1,correct
10,2,7,20,6,240,1.989,1,correct
10,2,7,21,8,658,-1,1,correct
10,2,7,22,8,842,2.379,1,correct
10,2,7,23,6,1164,-1,1,correct
10,2,7,24,2,518,1.881,1,correct
10,2,7,25,8,908,1.898,1,correct
10,2,7,26,4,472,2.006,1,correct
10,2,7,27,4,1002,1.823,1,correct
10,2,7,28,6,109,1.956,1,correct
10,2,8,1,6,158,7.591,1,correct
10,2,8,2,4,1106,2.033,1,correct
10,2,8,3,4,173,0.859,1,correct
10,2,8,4,8,239,2.141,1,correct
10,2,8,5,6,551,1.256,1,correct
10,2,8,6,8,749,8.972,0,intrusion
10,2,8,7,2,294,1.691,1,correct
10,2,8,8,6,338,-1,1,correct
10,2,8,9,2,413,-1,1,correct
10,2,8,10,8,871,1.56,1,correct
10,2,8,11,4,995,1.645,1,correct
10,2,8,12,2,1015,1.115,1,correct
10,2,8,13,8,288,9.88,1,correct
10,2,8,14,4,996,2.128,1,correct
10,2,8,15,8,537,3.97,0,intrusion
10,2,8,16,4,748,-1,1,correct
10,2,8,17,6,630,2.612,1,correct
10,2,8,18,8,810,-1,1,correct
10,2,8,19,8,862,5.49,1,correct
10,2,8,20,6,478,2.014,1,correct
10,2,8,21,8,1087,2.677,1,correct
10,2,8,22,4,1144,3.448,1,correct
10,2,8,23,6,83,1.887,1,correct
10,2,8,24,6,12,2.637,1,correct
10,2,8,25,6,482,2.099,1,correct
10,2,8,26,8,1025,2.202,1,correct
10,2,8,27,2,36,1.736,1,correct
10,2,8,28,8,883,4.943,0,intrusion
10,3,1,1,8,687,1.895,1,correct
10,3,1,2,2,645,1.489,1,correct
10,3,1,3,8,1163,14.601,1,correct
10,3,1,4,4,525,1.817,1,correct
10,3,1,5,8,1089,15.803,0,intrusion
10,3,1,6,2,107,1.707,1,correct
10,3,1,7,4,530,-1,1,correct
10,3,1,8,8,754,2.519,1,correct
10,3,1,9,4,824,1.558,1,correct
10,3,1,10,6,105,1.469,1,correct
10,3,1,11,4,293,1.482,1,correct
10,3,1,12,6,848,1.486,1,correct
10,3,1,13,4,1100,1.591,1,correct
10,3,1,14,6,409,-1,0,new
10,3,1,15,6,220,1.247,1,correct
10,3,1,16,6,957,1.588,1,correct
10,3,1,17,8,152,-1,0,intrusion
10,3,1,18,8,224,6.645,1,correct
10,3,1,19,2,852,1.412,1,correct
10,3,1,20,6,732,3.005,1,correct
10,3,1,21,8,1191,1.658,1,correct
10,3,1,22,2,853,-1,1,correct
10,3,1,23,8,132,6.187,1,correct
10,3,1,24,6,125,2.149,1,correct
10,3,1,25,8,387,1.918,1,correct
10,3,1,26,8,320,6.402,0,intrusion
10,3,1,27,4,1025,3.241,0,intrusion
10,3,1,28,6,480,1.52,1,correct
10,3,2,1,2,1005,1.623,1,correct
10,3,2,2,6,835,8.752,1,correct
10,3,2,3,8,255,1.958,1,correct
10,3,2,4,6,421,1.174,1,correct
10,3,2,5,8,242,-1,1,correct
10,3,2,6,4,177,1.722,1,correct
10,3,2,7,2,740,-1,1,correct
10,3,2,8,8,181,8.463,0,intrusion
10,3,2,9,6,802,-1,1,correct
10,3,2,10,8,662,2.257,1,correct
10,3,2,11,4,137,1.632,1,correct
10,3,2,12,6,1031,1.951,0,intrusion
10,3,2,13,6,788,1.521,1,correct
10,3,2,14,4,571,1.53,1,correct
10,3,2,15,8,358,3.856,1,correct
10,3,2,16,6,346,2.295,1,correct
10,3,2,17,4,538,-1,1,correct
10,3,2,18,8,402,2.744,1,correct
10,3,2,19,8,897,1.819,1,correct
10,3,2,20,4,86,2.201,1,correct
10,3,2,21,6,830,1.383,1,correct
10,3,2,22,2,384,1.598,1,correct
10,3,2,23,8,843,6.135,1,correct
10,3,2,24,8,908,6.709,1,correct
10,3,2,25,6,455,1.334,1,correct
10,3,2,26,4,419,1.317,1,correct
10,3,2,27,8,40,2.062,1,correct
10,3,2,28,2,998,1.183,1,correct
10,3,3,1,6,403,2.261,1,correct
10,3,3,2,6,1026,1.55,1,correct
10,3,3,3,2,882,-1,1,correct
10,3,3,4,8,444,1.945,1,correct
10,3,3,5,8,1125,2.969,0,intrusion
10,3,3,6,4,398,2.321,1,correct
10,3,3,7,8,868,2.486,1,correct
10,3,3,8,8,752,2.152,1,correct
10,3,3,9,2,232,1.299,1,correct
10,3,3,10,2,474,1.552,1,correct
10,3,3,11,8,209,1.897,1,correct
10,3,3,12,8,928,2.192,1,correct
10,3,3,13,6,520,1.596,1,correct
10,3,3,14,6,108,4.778,1,correct
10,3,3,15,4,977,-1,1,correct
10,3,3,16,2,1099,1.644,1,correct
10,3,3,17,8,45,-1,0,new
10,3,3,18,4,1186,1.868,1,correct
10,3,3,19,8,952,3.866,1,correct
10,3,3,20,4,349,1.68,1,correct
10,3,3,21,6,916,1.623,1,correct
10,3,3,22,6,1016,2.738,0,intrusion
10,3,3,23,8,605,3.046,1,correct
10,3,3,24,4,1045,1.688,1,correct
10,3,3,25,6,290,7.571,0,intrusion
10,3,3,26,6,733,-1,1,correct
10,3,3,27,8,1067,2.2,1,correct
10,3,3,28,4,52,1.713,1,correct
10,3,4,1,8,110,-1,1,correct
10,3,4,2,6,447,1.88,1,correct
10,3,4,3,2,895,-1,1,correct
10,3,4,4,4,944,1.768,1,correct
10,3,4,5,8,46,4.701,1,correct
10,3,4,6,8,694,2.379,1,correct
10,3,4,7,6,981,1.622,1,correct
10,3,4,8,4,1097,-1,1,correct
10,3,4,9,8,994,5.288,1,correct
10,3,4,10,6,959,9.162,1,correct
10,3,4,11,4,562,1.659,1,correct
10,3,4,12,4,292,1.838,1,correct
10,3,4,13,6,983,1.601,1,correct
10,3,4,14,2,1118,1.375,1,correct
10,3,4,15,8,410,1.883,1,correct
10,3,4,16,2,711,1.502,1,correct
10,3,4,17,6,1085,1.661,1,correct
10,3,4,18,6,142,1.879,1,correct
10,3,4,19,6,3,-1,1,correct
10,3,4,20,8,975,2.262,1,correct
10,3,4,21,2,1116,1.41,1,correct
10,3,4,22,8,1101,10.633,0,intrusion
10,3,4,23,6,1151,5.423,1,correct
10,3,4,24,8,593,2.719,1,correct
10,3,4,25,4,427,1.551,1,correct
10,3,4,26,8,195,5.535,1,correct
10,3,4,27,8,1146,1.816,1,correct
10,3,4,28,4,951,2.552,1,correct
10,3,5,1,6,258,-1,1,correct
10,3,5,2,6,198,4.126,1,correct
10,3,5,3,8,1051,2.58,1,correct
10,3,5,4,6,1194,2.676,1,correct
10,3,5,5,8,48,7.643,0,intrusion
10,3,5,6,4,1022,1.524,1,correct
10,3,5,7,8,671,1.88,1,correct
10,3,5,8,8,1168,1.361,1,correct
10,3,5,9,6,153,1.728,1,correct
10,3,5,10,8,139,7.368,1,correct
10,3,5,11,6,796,1.671,1,correct
10,3,5,12,2,187,1.355,1,correct
10,3,5,13,2,188,1.341,1,correct
10,3,5,14,8,162,7.66,0,intrusion
10,3,5,15,8,1009,-1,1,correct
10,3,5,16,2,213,1.412,1,correct
10,3,5,17,4,881,-1,1,correct
10,3,5,18,4,971,1.816,1,correct
10,3,5,19,2,817,-1,1,correct
10,3,5,20,8,100,2.095,1,correct
10,3,5,21,4,1001,2.468,1,correct
10,3,5,22,4,641,1.905,1,correct
10,3,5,23,6,689,3.409,1,correct
10,3,5,24,8,969,1.304,1,correct
10,3,5,25,6,674,1.667,1,correct
10,3,5,26,6,846,1.69,1,correct
10,3,5,27,8,1020,3.886,1,correct
10,3,5,28,4,715,1.342,1,correct
10,3,6,1,8,443,1.719,1,correct
10,3,6,2,8,749,2.596,1,correct
10,3,6,3,6,883,1.477,1,correct
10,3,6,4,8,591,1.725,1,correct
10,3,6,5,6,515,-1,1,correct
10,3,6,6,6,1108,2.821,1,correct
10,3,6,7,8,365,8.067,1,correct
10,3,6,8,2,602,1.53,1,correct
10,3,6,9,4,909,1.427,1,correct
10,3,6,10,8,182,1.323,1,correct
10,3,6,11,2,632,1.392,1,correct
10,3,6,12,2,1087,1.265,1,correct
10,3,6,13,8,45,-1,0,new
10,3,6,14,8,251,1.968,1,correct
10,3,6,15,4,147,-1,1,correct
10,3,6,16,4,945,4.859,1,correct
10,3,6,17,6,168,1.681,1,correct
10,3,6,18,8,87,1.568,1,correct
10,3,6,19,6,92,1.886,1,correct
10,3,6,20,4,579,1.596,1,correct
10,3,6,21,6,887,1.56,1,correct
10,3,6,22,4,371,1.813,1,correct
10,3,6,23,4,228,1.403,1,correct
10,3,6,24,6,648,2.262,1,correct
10,3,6,25,2,334,-1,1,correct
10,3,6,26,8,107,6.51,1,correct
10,3,6,27,8,1143,4.192,1,correct
10,3,6,28,6,780,2.193,1,correct
10,3,7,1,4,492,-1,1,correct
10,3,7,2,8,996,3.033,1,correct
10,3,7,3,2,51,1.953,1,correct
10,3,7,4,4,119,1.667,1,correct
10,3,7,5,8,707,1.92,1,correct
10,3,7,6,2,81,-1,1,correct
10,3,7,7,2,109,1.474,1,correct
10,3,7,8,8,1169,7.041,1,correct
10,3,7,9,2,768,1.315,1,correct
10,3,7,10,6,556,2.291,1,correct
10,3,7,11,4,101,1.76,1,correct
10,3,7,12,8,272,1.509,1,correct
10,3,7,13,4,617,2.044,1,correct
10,3,7,14,4,988,1.679,1,correct
10,3,7,15,8,185,5.347,1,correct
10,3,7,16,8,927,2.05,1,correct
10,3,7,17,8,801,8.324,0,intrusion
10,3,7,18,8,812,2.947,1,correct
10,3,7,19,6,1030,1.987,1,correct
10,3,7,20,6,100,4.049,1,correct
10,3,7,21,6,859,1.991,1,correct
10,3,7,22,8,358,7.677,0,intrusion
10,3,7,23,6,795,1.762,1,correct
10,3,7,24,4,82,1.772,1,correct
10,3,7,25,6,1065,10.134,1,correct
10,3,7,26,6,798,1.647,1,correct
10,3,7,27,8,536,-1,1,correct
10,3,7,28,6,221,-1,1,correct
10,3,8,1,4,1066,1.988,1,correct
10,3,8,2,8,874,2.202,1,correct
10,3,8,3,2,950,1.276,1,correct
10,3,8,4,8,539,3.526,1,correct
10,3,8,5,6,762,6.906,1,correct
10,3,8,6,4,434,-1,1,correct
10,3,8,7,8,721,3.609,0,intrusion
10,3,8,8,8,609,5.552,1,correct
10,3,8,9,8,878,10.089,1,correct
10,3,8,10,8,96,1.238,1,correct
10,3,8,11,8,982,2.662,1,correct
10,3,8,12,6,243,5.354,0,intrusion
10,3,8,13,6,145,1.584,1,correct
10,3,8,14,2,746,1.268,1,correct
10,3,8,15,6,361,4.049,1,correct
10,3,8,16,4,157,1.219,1,correct
10,3,8,17,4,755,1.399,1,correct
10,3,8,18,8,289,-1,1,correct
10,3,8,19,6,1121,1.23,1,correct
10,3,8,20,6,793,-1,1,correct
10,3,8,21,4,666,1.876,1,correct
10,3,8,22,8,577,2.137,1,correct
10,3,8,23,2,366,-1,1,correct
10,3,8,24,6,716,1.837,1,correct
10,3,8,25,2,893,1.534,1,correct
10,3,8,26,8,1110,1.813,1,correct
10,3,8,27,6,174,2.52,1,correct
10,3,8,28,4,120,1.285,1,correct
11,1,1,1,6,785,4.784,1,correct
11,1,1,2,8,560,7.441,0,intrusion
11,1,1,3,6,1106,6.936,1,correct
11,1,1,4,8,840,9.787,1,correct
11,1,1,5,6,1053,12.407,1,correct
11,1,1,6,2,551,1.863,1,correct
11,1,1,7,4,1050,1.981,1,correct
11,1,1,8,8,372,11.209,0,intrusion
11,1,1,9,2,190,1.803,1,correct
11,1,1,10,8,201,7.93,1,correct
11,1,1,11,8,44,6.189,1,correct
11,1,1,12,6,415,3.346,1,correct
11,1,1,13,6,1049,2.772,1,correct
11,1,1,14,4,926,7.521,1,correct
11,1,1,15,8,402,12.25,1,correct
11,1,1,16,8,741,1.881,1,correct
